"address","property_tax_new","property_tax_old","appraisal_new","assessment_new","appraisal_old","assessment_old"
"505 WEST SHEPARD AVE",2845.0743999999995,2358.9762,87200,61039.99999999999,60600,42420
"555 WEST SHEPARD AVE",15703.3751,13122.291699999998,481300,336910,337100,235969.99999999997
"574 WEST SHEPARD AVE",371.9477999999999,509.94370000000004,11400,7979.999999999999,13100,9170
"575 WEST SHEPARD AVE",8489.5454,7458.4132,260200,182140,191600,134120
"299 WEST SHEPARD AVE REA",133.7707,175.1715,4100,2870,4500,3150
"574 WEST SHEPARD AVE REA",9925.1334,11246.0103,304200,212940,288900,202230
"574 WEST SHEPARD AVE REA",7990.3523,8727.4334,244900,171430,224200,156940
"574 WEST SHEPARD AVE REA",7579.2521,8174.67,232300,162610,210000,147000
"299 WEST SHEPARD AVE REA",133.7707,175.1715,4100,2870,4500,3150
"574 WEST SHEPARD AVE REA",7990.3523,8727.4334,244900,171430,224200,156940
"574 WEST SHEPARD AVE REA",7579.2521,8174.67,232300,162610,210000,147000
"574 WEST SHEPARD AVE REA",9925.1334,11246.0103,304200,212940,288900,202230
"11 WEST SIDE DR",9047.4671,6781.0833999999995,277300,194110,174200,121939.99999999999
"14 WEST SIDE DR",8796.2392,6380.135299999999,269600,188720,163900,114729.99999999999
"17 WEST SIDE DR",9142.0854,6329.5302,280200,196140,162600,113820
"20 WEST SIDE DR",10032.8025,6730.478299999999,307500,215250,172900,121029.99999999999
"23 WEST SIDE DR",9582.5499,6784.976099999999,293700,205590,174300,122009.99999999999
"28 WEST SIDE DR",8910.4337,6566.9848999999995,273100,191170,168700,118089.99999999999
"29 WEST SIDE DR",8861.493199999999,6454.096599999999,271600,190120,165800,116059.99999999999
"34 WEST SIDE DR",9641.2785,6979.611099999998,295500,206850,179300,125509.99999999999
"35 WEST SIDE DR",9249.7545,6714.907499999999,283500,198450,172500,120749.99999999999
"40 WEST SIDE DR",9138.822699999999,6582.555699999999,280100,196070,169100,118369.99999999999
"45 WEST SIDE DR",8156.75,5916.904,250000,175000,152000,106400
"46 WEST SIDE DR",8806.027300000002,6531.950599999998,269900,188930,167800,117459.99999999999
"51 WEST SIDE DR",8378.613599999999,6041.4704,256800,179760,155200,108640
"54 WEST SIDE DR",7974.0388,5975.2945,244400,171080,153500,107450
"57 WEST SIDE DR",9014.8401,6251.6762,276300,193410,160600,112420
"60 WEST SIDE DR",8815.8154,7259.885499999999,270200,189140,186500,130549.99999999999
"63 WEST SIDE DR",9053.9925,6687.658599999999,277500,194250,171800,120259.99999999999
"66 WEST SIDE DR",8691.8328,6399.598799999999,266400,186480,164400,115079.99999999999
"71 WEST SIDE DR",9954.4977,6967.932999999999,305100,213570,179000,125299.99999999999
"72 WEST SIDE DR",9494.457,6652.624299999999,291000,203700,170900,119629.99999999999
"78 WEST SIDE DR",8721.1971,6341.2083,267300,187110,162900,114030
"79 WEST SIDE DR",8903.908300000001,6512.4870999999985,272900,191030,167300,117109.99999999999
"84 WEST SIDE DR",6642.8572,4601.1714,203600,142520,118200,82740
"85 WEST SIDE DR",8665.731199999998,6602.019199999999,265600,185920,169600,118719.99999999999
"90 WEST SIDE DR",8528.6978,6364.5645,261400,182980,163500,114450
"93 WEST SIDE DR",9840.303199999998,6936.791399999999,301600,211120,178200,124739.99999999999
"99 WEST SIDE DR",8727.7225,6239.9981,267500,187250,160300,112210
"104 WEST SIDE DR",8577.6383,6438.5257999999985,262900,184030,165400,115779.99999999999
"105 WEST SIDE DR",10838.6894,8260.3094,332200,232539.99999999997,212200,148540
"111 WEST SIDE DR",9471.6181,6582.555699999999,290300,203210,169100,118369.99999999999
"112 WEST SIDE DR",11693.5168,8957.1027,358400,250879.99999999997,230100,161070
"118 WEST SIDE DR",8871.2813,6345.101,271900,190330,163000,114100
"119 WEST SIDE DR",9057.2552,6107.646299999999,277600,194320,156900,109830
"125 WEST SIDE DR",9899.0318,6613.697299999999,303400,212380,169900,118929.99999999999
"126 WEST SIDE DR",8434.0795,6220.5346,258500,180950,159800,111860
"131 WEST SIDE DR",9435.7284,6668.195099999999,289200,202440,171300,119909.99999999999
"134 WEST SIDE DR",8776.663,6547.5214,269000,188300,168200,117739.99999999999
"137 WEST SIDE DR",9266.068,6434.633099999999,284000,198800,165300,115709.99999999999
"142 WEST SIDE DR",9817.464300000001,7158.675299999999,300900,210630,183900,128729.99999999999
"143 WEST SIDE DR",10502.631300000001,6057.041200000001,321900,225330,155600,108920
"149 WEST SIDE DR",9246.491800000002,6605.911899999999,283400,198380,169700,118789.99999999999
"150 WEST SIDE DR",8864.7559,6228.32,271700,190190,160000,112000
"154 WEST SIDE DR",8443.8676,6407.3841999999995,258800,181160,164600,115219.99999999999
"155 WEST SIDE DR",8603.7399,6208.8565,263700,184590,159500,111650
"160 WEST SIDE DR",8528.6978,6088.1828,261400,182980,156400,109480
"165 WEST SIDE DR",9775.0492,6936.791399999999,299600,209720,178200,124739.99999999999
"168 WEST SIDE DR",10133.946199999998,7442.8424,310600,217420,191200,133840
"175 WEST SIDE DR",212.0755,140.1372,6500,4550,3600,2520
"178 WEST SIDE DR",10851.740199999998,7691.9752,332600,232819.99999999997,197600,138320
"186 WEST SIDE DR",9879.4556,6321.7447999999995,302800,211960,162400,113680
"190 WEST SIDE DR",10150.259699999999,7625.7993,311100,217770,195900,137130
"192 WEST SIDE DR",215.3382,144.0299,6600,4620,3700,2590
"195 WEST SIDE DR",9504.2451,7337.7395,291300,203910,188500,131950
"196 WEST SIDE DR",9422.677599999999,6820.010399999999,288800,202160,175200,122639.99999999999
"205 WEST SIDE DR",10293.8185,7723.1168,315500,220850,198400,138880
"210 WEST SIDE DR",9562.973699999999,7006.859999999999,293100,205170,180000,125999.99999999999
"5 WEST SLOPE LA",11605.423899999998,8271.9875,355700,248989.99999999997,212500,148750
"6 WEST SLOPE LA",12137.243999999999,9607.1836,372000,260399.99999999997,246800,172760
"10 WEST SLOPE LA",13572.832,10132.6981,416000,291200,260300,182210
"13 WEST SLOPE LA",13520.6288,10549.217,414400,290080,271000,189700
"14 WEST SLOPE LA",12209.023399999998,8240.8459,374200,261939.99999999997,211700,148190
"19 WEST SLOPE LA",11233.476099999998,8486.086,344300,241009.99999999997,218000,152600
"24 WEST SLOPE LA",13230.2485,9727.857300000001,405500,283850,249900,174930
"25 WEST SLOPE LA",16672.397,13114.5063,511000,357700,336900,235829.99999999997
"32 WEST SLOPE LA",18656.1186,20533.9925,571800,400260,527500,369250
"14 WEST TODD ST",12841.9872,11187.6198,393600,275520,287400,201180
"15 WEST TODD ST",12881.1396,10802.2425,394800,276360,277500,194250
"36 WEST TODD ST",13514.1034,11308.2935,414200,289940,290500,203350
"40 WEST TODD ST",12241.6504,10097.6638,375200,262640,259400,181580
"44 WEST TODD ST",12456.988599999999,10198.874,381800,267260,262000,183400
"45 WEST TODD ST",16254.7714,15138.7103,498200,348740,388900,272230
"55 WEST TODD ST",14039.3981,9646.1106,430300,301210,247800,173460
"80 WEST TODD ST",11784.872399999998,9677.252199999999,361200,252839.99999999997,248600,174020
"90 WEST TODD ST",14992.1065,10222.2302,459500,321650,262600,183820
"155 WEST TODD ST",11879.490699999998,11802.6664,364100,254869.99999999997,303200,212240
"160 WEST TODD ST",26460.497,25158.5201,811000,567700,646300,452410
"180 WEST TODD ST",19233.6165,17587.2186,589500,412650,451800,316260
"204 WEST TODD ST",11872.965299999998,10004.239,363900,254729.99999999997,257000,179900
"206 WEST TODD ST",13253.0874,11911.662,406200,284340,306000,214200
"215 WEST TODD ST",3311.6405,3526.7861999999996,101500,71050,90600,63419.99999999999
"270 WEST TODD ST",12900.7158,11654.7438,395400,276780,299400,209580
"293 WEST TODD ST",11184.535599999997,9303.553,342800,239959.99999999997,239000,167300
"303 WEST TODD ST",15285.7495,14336.814099999998,468500,327950,368300,257809.99999999997
"313 WEST TODD ST",14842.0223,13133.969799999999,454900,318430,337400,236179.99999999997
"323 WEST TODD ST",15125.877199999999,13165.111399999998,463600,324520,338200,236739.99999999997
"333 WEST TODD ST",26838.9702,21923.6864,822600,575820,563200,394240
"343 WEST TODD ST",16049.2213,13776.2653,491900,344330,353900,247729.99999999997
"350 WEST TODD ST",NA,493462.0082,NA,NA,12676600,8873620
"350 WEST TODD ST",101.1437,85.6394,3100,2170,2200,1540
"353 WEST TODD ST",13272.6636,11623.6022,406800,284760,298600,209020
"370 WEST TODD ST",13455.374800000001,11393.9329,412400,288680,292700,204890
"386 WEST TODD ST",13288.9771,12273.6831,407300,285110,315300,220710
"400 WEST TODD ST",18055.7818,12974.369099999998,553400,387380,333300,233309.99999999997
"405 WEST TODD ST",13484.739099999999,11611.9241,413300,289310,298300,208810
"410 WEST TODD ST",15928.501400000001,12191.9364,488200,341740,313200,219240
"411 WEST TODD ST",14300.4141,11794.881,438300,306810,303000,212100
"420 WEST TODD ST",12378.6838,10105.4492,379400,265580,259600,181720
"422 WEST TODD ST",9027.8909,8521.1203,276700,193690,218900,153230
"450 WEST TODD ST",28525.7861,34878.592,874300,612010,896000,627200
"455 WEST TODD ST",12685.3776,10560.8951,388800,272160,271300,189910
"460 WEST TODD ST",12639.6998,10409.079800000001,387400,271180,267400,187180
"465 WEST TODD ST",13735.967,11759.8467,421000,294700,302100,211470
"470 WEST TODD ST",12394.9973,10381.8309,379900,265930,266700,186690
"475 WEST TODD ST",22023.224999999995,19451.8219,675000,472499.99999999994,499700,349790
"480 WEST TODD ST",14254.7363,12246.4342,436900,305830,314600,220220
"490 WEST TODD ST",13970.8814,12125.7605,428200,299740,311500,218050
"561 WEST TODD ST",2277.3646,2160.4485,69800,48860,55500,38850
"565 WEST TODD ST",2150.1193,2039.7748000000001,65900,46130,52400,36680
"575 WEST TODD ST",14075.2878,11284.937300000001,431400,301980,289900,202930
"580 WEST TODD ST",10969.1974,9303.553,336200,235339.99999999997,239000,167300
"581 WEST TODD ST",13677.2384,11444.538,419200,293440,294000,205800
"585 WEST TODD ST",10558.0972,8719.648,323600,226520,224000,156800
"633 WEST TODD ST",14440.7102,13309.1413,442600,309820,341900,239329.99999999997
"635 WEST TODD ST",10799.536999999998,8556.1546,331000,231699.99999999997,219800,153860
"685 WEST TODD ST",13794.6956,11393.9329,422800,295960,292700,204890
"695 WEST TODD ST",11863.1772,10444.114099999999,363600,254519.99999999997,268300,187810
"550 WEST TODD ST REAR",7151.838400000001,5979.1872,219200,153440,153600,107520
"550 WEST TODD ST REAR",7151.838400000001,5979.1872,219200,153440,153600,107520
"WEST WOODS RD",2965.7943,2506.8988,90900,63629.99999999999,64400,45080
"0 WEST WOODS RD",616.6503,809.6815999999999,18900,13230,20800,14559.999999999998
"55 WEST WOODS RD",NA,187050.85259,NA,NA,4805170,3363619
"106 WEST WOODS RD",10538.521,8832.536300000002,323000,226100,226900,158830
"107 WEST WOODS RD",11755.508099999997,11191.5125,360300,252209.99999999997,287500,201250
"114 WEST WOODS RD",11804.448599999998,9038.849400000001,361800,253259.99999999997,232200,162540
"115 WEST WOODS RD",11367.246799999999,8661.2575,348400,243879.99999999997,222500,155750
"144 WEST WOODS RD",11014.875199999999,10008.1317,337600,236319.99999999997,257100,179970
"145 WEST WOODS RD",12972.4952,9844.6383,397600,278320,252900,177030
"164 WEST WOODS RD",13315.0787,10724.3885,408100,285670,275500,192850
"165 WEST WOODS RD",1804.2731,1506.4749,55300,38710,38700,27090
"180 WEST WOODS RD",11178.010199999999,8816.9655,342600,239819.99999999997,226500,158550
"200 WEST WOODS RD",12786.5213,10233.908300000001,391900,274330,262900,184030
"205 WEST WOODS RD",16558.2025,11028.0191,507500,355250,283300,198310
"215 WEST WOODS RD",11579.322299999998,9307.445699999998,354900,248429.99999999997,239100,167370
"225 WEST WOODS RD",3804.3082000000004,3456.7175999999995,116600,81620,88800,62159.99999999999
"230 WEST WOODS RD",10819.1132,9256.8406,331600,232119.99999999997,237800,166460
"240 WEST WOODS RD",10770.1727,9031.064,330100,231069.99999999997,232000,162400
"243 WEST WOODS RD",12776.733199999999,11514.6066,391600,274120,295800,207060
"248 WEST WOODS RD",8978.9504,7750.3657,275200,192640,199100,139370
"258 WEST WOODS RD",11758.770799999998,9864.1018,360400,252279.99999999997,253400,177380
"268 WEST WOODS RD",10339.4963,8015.0693,316900,221830,205900,144130
"278 WEST WOODS RD",11442.288899999998,8871.463300000001,350700,245489.99999999997,227900,159530
"285 WEST WOODS RD",12071.989999999998,10557.002400000001,370000,258999.99999999997,271200,189840
"290 WEST WOODS RD",10747.333799999999,9023.2786,329400,230579.99999999997,231800,162260
"297 WEST WOODS RD",8740.7733,6839.473899999999,267900,187530,175700,122989.99999999999
"302 WEST WOODS RD",16917.0995,12612.348,518500,362950,324000,226800
"305 WEST WOODS RD",12965.9698,10650.4272,397400,278180,273600,191520
"315 WEST WOODS RD",13598.9336,10206.6594,416800,291760,262200,183540
"325 WEST WOODS RD",11758.770799999998,9416.4413,360400,252279.99999999997,241900,169330
"326 WEST WOODS RD",8655.9431,7146.997199999999,265300,185710,183600,128519.99999999999
"335 WEST WOODS RD",13804.483699999999,11541.8555,423100,296170,296500,207550
"336 WEST WOODS RD",10701.655999999999,8229.1678,328000,229599.99999999997,211400,147980
"339 WEST WOODS RD",264.2787,221.88389999999995,8100,5670,5700,3989.9999999999995
"345 WEST WOODS RD",10584.1988,9190.6647,324400,227080,236100,165270
"346 WEST WOODS RD",8456.9184,6816.117699999999,259200,181440,175100,122569.99999999999
"355 WEST WOODS RD",11546.6953,9490.4026,353900,247729.99999999997,243800,170660
"356 WEST WOODS RD",9837.0405,7765.9365,301500,211050,199500,139650
"365 WEST WOODS RD",12828.9364,10074.3076,393200,275240,258800,181160
"366 WEST WOODS RD",10528.7329,7855.468599999999,322700,225890,201800,141260
"376 WEST WOODS RD",11213.899899999999,8972.6735,343700,240589.99999999997,230500,161350
"381 WEST WOODS RD",12150.2948,9657.7887,372400,260679.99999999997,248100,173670
"383 WEST WOODS RD",12897.453099999999,10790.564400000001,395300,276710,277200,194040
"399 WEST WOODS RD",10417.801099999999,8166.884599999999,319300,223510,209800,146860
"400 WEST WOODS RD",8398.1898,6547.5214,257400,180180,168200,117739.99999999999
"405 WEST WOODS RD",11915.380399999998,9377.5143,365200,255639.99999999997,240900,168630
"410 WEST WOODS RD",10838.6894,8887.034099999999,332200,232539.99999999997,228300,159810
"420 WEST WOODS RD",11253.0523,8661.2575,344900,241429.99999999997,222500,155750
"425 WEST WOODS RD",11990.422499999999,9533.222300000001,367500,257249.99999999997,244900,171430
"430 WEST WOODS RD",11807.711299999999,9089.4545,361900,253329.99999999997,233500,163450
"435 WEST WOODS RD",13204.1469,10518.0754,404700,283290,270200,189140
"460 WEST WOODS RD",10401.4876,8700.1845,318800,223160,223500,156450
"475 WEST WOODS RD",12982.283300000001,9727.857300000001,397900,278530,249900,174930
"476 WEST WOODS RD",11497.754799999999,9027.1713,352400,246679.99999999997,231900,162330
"477 WEST WOODS RD",14766.9802,11319.971599999999,452600,316820,290800,203560
"479 WEST WOODS RD",11641.313599999998,9140.0596,356800,249759.99999999997,234800,164360
"481 WEST WOODS RD",12427.624300000001,9256.8406,380900,266630,237800,166460
"483 WEST WOODS RD",10319.9201,8641.794,316300,221410,222000,155400
"484 WEST WOODS RD",9500.9824,6967.932999999999,291200,203840,179000,125299.99999999999
"485 WEST WOODS RD",13269.4009,10615.3929,406700,284690,272700,190890
"490 WEST WOODS RD",8505.858900000001,6711.014799999999,260700,182490,172400,120679.99999999999
"531 WEST WOODS RD",10505.894,8548.3692,322000,225400,219600,153720
"541 WEST WOODS RD",11967.583599999998,9533.222300000001,366800,256759.99999999997,244900,171430
"544 WEST WOODS RD",9624.965,7516.8037,295000,206500,193100,135170
"549 WEST WOODS RD",10642.9274,8696.2918,326200,228340,223400,156380
"555 WEST WOODS RD",11817.499399999999,9463.153699999999,362200,253539.99999999997,243100,170170
"575 WEST WOODS RD",13151.9437,9891.350699999999,403100,282170,254100,177870
"579 WEST WOODS RD",11161.696699999999,9914.706900000001,342100,239469.99999999997,254700,178290
"581 WEST WOODS RD",15096.5129,11545.7482,462700,323890,296600,207620
"591 WEST WOODS RD",11158.433999999997,8505.5495,342000,239399.99999999997,218500,152950
"600 WEST WOODS RD",9902.2945,8789.7166,303500,212450,225800,158060
"605 WEST WOODS RD",9876.1929,7983.9277,302700,211890,205100,143570
"610 WEST WOODS RD",9797.8881,7668.619,300300,210210,197000,137900
"615 WEST WOODS RD",10326.4455,9576.042,316500,221550,246000,172200
"620 WEST WOODS RD",10806.062399999999,8536.6911,331200,231839.99999999997,219300,153510
"625 WEST WOODS RD",10094.793800000001,8213.597,309400,216580,211000,147700
"640 WEST WOODS RD",11213.899899999999,9073.883699999998,343700,240589.99999999997,233100,163170
"645 WEST WOODS RD",9331.322,7547.945299999999,286000,200200,193900,135730
"650 WEST WOODS RD",9553.185599999999,7431.1642999999995,292800,204960,190900,133630
"659 WEST WOODS RD",12851.775300000001,9945.8485,393900,275730,255500,178850
"660 WEST WOODS RD",12284.0655,10039.2733,376500,263550,257900,180530
"670 WEST WOODS RD",10923.519599999998,8310.9145,334800,234359.99999999997,213500,149450
"675 WEST WOODS RD",10717.969499999997,8423.802800000001,328500,229949.99999999997,216400,151480
"680 WEST WOODS RD",9142.0854,7536.2672,280200,196140,193600,135520
"685 WEST WOODS RD",14300.4141,11090.302300000001,438300,306810,284900,199430
"690 WEST WOODS RD",11631.525499999998,9494.295300000002,356500,249549.99999999997,243900,170730
"695 WEST WOODS RD",11611.949299999998,9451.4756,355900,249129.99999999997,242800,169960
"704 WEST WOODS RD",16375.4913,9264.626,501900,351330,238000,166600
"705 WEST WOODS RD",11484.703999999998,8669.0429,352000,246399.99999999997,222700,155890
"715 WEST WOODS RD",12766.945099999999,10027.5952,391300,273910,257600,180320
"718 WEST WOODS RD",11899.066899999998,9614.969,364700,255289.99999999997,247000,172900
"719 WEST WOODS RD",13132.3675,11409.5037,402500,281750,293100,205170
"730 WEST WOODS RD",11700.0422,9249.055199999999,358600,251019.99999999997,237600,166320
"760 WEST WOODS RD",13634.8233,11000.770199999999,417900,292530,282600,197820
"761 WEST WOODS RD",12538.5561,9903.0288,384300,269010,254400,178080
"770 WEST WOODS RD",13970.8814,9338.587300000001,428200,299740,239900,167930
"775 WEST WOODS RD",12042.625699999999,10261.1572,369100,258369.99999999997,263600,184520
"780 WEST WOODS RD",11530.3818,10113.2346,353400,247379.99999999997,259800,181860
"795 WEST WOODS RD",9628.2277,7695.8679,295100,206570,197700,138390
"796 WEST WOODS RD",9745.6849,7906.0737,298700,209090,203100,142170
"815 WEST WOODS RD",4832.0587000000005,4157.4036,148100,103670,106800,74760
"822 WEST WOODS RD",14205.7958,11047.4826,435400,304780,283800,198660
"824 WEST WOODS RD",10587.4615,7983.9277,324500,227150,205100,143570
"825 WEST WOODS RD",12489.6156,9642.2179,382800,267960,247700,173390
"828 WEST WOODS RD",12802.8348,10630.963699999998,392400,274680,273100,191170
"838 WEST WOODS RD",20359.248,15590.2635,624000,436800,400500,280350
"842 WEST WOODS RD",2805.9219999999996,2347.2981,86000,60199.99999999999,60300,42210
"844 WEST WOODS RD",10744.071099999997,9182.8793,329300,230509.99999999997,235900,165130
"845 WEST WOODS RD",21661.0653,14293.994399999998,663900,464729.99999999994,367200,257039.99999999997
"850 WEST WOODS RD",13523.8915,10440.2214,414500,290150,268200,187740
"856 WEST WOODS RD",14023.0846,11615.8168,429800,300860,298400,208880
"864 WEST WOODS RD",8930.009900000001,6679.873199999999,273700,191590,171600,120119.99999999999
"883 WEST WOODS RD",10946.358499999998,8174.67,335500,234849.99999999997,210000,147000
"890 WEST WOODS RD",12943.1309,10132.6981,396700,277690,260300,182210
"895 WEST WOODS RD",10545.046400000001,7676.4044,323200,226240,197200,138040
"900 WEST WOODS RD",8456.9184,9560.4712,259200,181440,245600,171920
"945 WEST WOODS RD",12257.9639,9867.9945,375700,262990,253500,177450
"951 WEST WOODS RD",10704.918699999998,8634.0086,328100,229669.99999999997,221800,155260
"954 WEST WOODS RD",12505.9291,9891.350699999999,383300,268310,254100,177870
"956 WEST WOODS RD",12365.633,8595.0816,379000,265300,220800,154560
"961 WEST WOODS RD",11517.330999999998,8198.0262,353000,247099.99999999997,210600,147420
"974 WEST WOODS RD",9262.8053,7080.821299999999,283900,198730,181900,127329.99999999999
"980 WEST WOODS RD",9458.5673,7898.2883,289900,202930,202900,142030
"1000 WEST WOODS RD",11921.905799999999,9790.1405,365400,255779.99999999997,251500,176050
"1007 WEST WOODS RD",13390.1208,11506.821199999998,410400,287280,295600,206920
"1010 WEST WOODS RD",12160.082899999998,9424.2267,372700,260889.99999999997,242100,169470
"1019 WEST WOODS RD",13520.6288,10895.667300000001,414400,290080,279900,195930
"1023 WEST WOODS RD",10430.8519,7995.605799999999,319700,223790,205400,143780
"1033 WEST WOODS RD",8890.8575,7695.8679,272500,190750,197700,138390
"1040 WEST WOODS RD",12264.489300000001,9704.5011,375900,263130,249300,174510
"1043 WEST WOODS RD",12695.1657,9801.8186,389100,272370,251800,176260
"1060 WEST WOODS RD",11422.7127,9525.4369,350100,245069.99999999997,244700,171290
"1072 WEST WOODS RD",11869.702599999997,9023.2786,363800,254659.99999999997,231800,162260
"1085 WEST WOODS RD",9755.473,8458.837099999999,299000,209300,217300,152110
"1086 WEST WOODS RD",13174.7826,10615.3929,403800,282660,272700,190890
"1095 WEST WOODS RD",14120.9656,10047.0587,432800,302960,258100,180670
"1100 WEST WOODS RD",15357.528900000001,13616.664599999998,470700,329490,349800,244859.99999999997
"1105 WEST WOODS RD",9494.457,7629.692,291000,203700,196000,137200
"1112 WEST WOODS RD",13934.991699999999,9642.2179,427100,298970,247700,173390
"1122 WEST WOODS RD",12610.3355,9280.196800000002,386500,270550,238400,166880
"1132 WEST WOODS RD",11135.595099999999,8743.0042,341300,238909.99999999997,224600,157220
"1142 WEST WOODS RD",10724.494899999998,8680.721,328700,230089.99999999997,223000,156100
"1152 WEST WOODS RD",12101.354299999999,9412.5486,370900,259629.99999999997,241800,169260
"1155 WEST WOODS RD",12913.766599999999,9786.247800000001,395800,277060,251400,175980
"1162 WEST WOODS RD",13974.1441,11222.6541,428300,299810,288300,201810
"1172 WEST WOODS RD",13148.681,11265.473800000002,403000,282100,289400,202580
"1175 WEST WOODS RD",11458.602399999998,9957.5266,351200,245839.99999999997,255800,179060
"1182 WEST WOODS RD",10799.536999999998,8684.6137,331000,231699.99999999997,223100,156170
"1185 WEST WOODS RD",11080.1292,9459.261,339600,237719.99999999997,243000,170100
"1192 WEST WOODS RD",11628.262799999999,8898.7122,356400,249479.99999999997,228600,160020
"1195 WEST WOODS RD",10828.9013,8571.725400000001,331900,232329.99999999997,220200,154140
"1202 WEST WOODS RD",12841.9872,9311.3384,393600,275520,239200,167440
"1203 WEST WOODS RD",12518.9799,10576.465900000001,383700,268590,271700,190190
"1211 WEST WOODS RD",14502.7015,12133.545900000001,444500,311150,311700,218190
"1212 WEST WOODS RD",11572.7969,9280.196800000002,354700,248289.99999999997,238400,166880
"1219 WEST WOODS RD",11197.586399999998,9147.845,343200,240239.99999999997,235000,164500
"1222 WEST WOODS RD",11791.397799999999,9396.9778,361400,252979.99999999997,241400,168980
"1227 WEST WOODS RD",10512.4194,8634.0086,322200,225540,221800,155260
"1235 WEST WOODS RD",10799.536999999998,8906.497599999999,331000,231699.99999999997,228800,160160
"1243 WEST WOODS RD",13507.578,10852.8476,414000,289800,278800,195160
"1250 WEST WOODS RD",16877.9471,15512.4095,517300,362110,398500,278950
"1251 WEST WOODS RD",12280.802800000001,10553.109699999999,376400,263480,271100,189770
"1259 WEST WOODS RD",15866.5101,14912.9337,486300,340410,383100,268170
"1267 WEST WOODS RD",12486.3529,10615.3929,382700,267890,272700,190890
"1275 WEST WOODS RD",13651.1368,13032.759599999998,418400,292880,334800,234359.99999999997
"1320 WEST WOODS RD",23511.016199999995,23566.4058,720600,504419.99999999994,605400,423780
"1333 WEST WOODS RD",16887.7352,16057.3875,517600,362320,412500,288750
"1357 WEST WOODS RD",12946.3936,11919.447400000001,396800,277760,306200,214340
"1375 WEST WOODS RD",14231.8974,12413.820300000001,436200,305340,318900,223230
"1405 WEST WOODS RD",11807.711299999999,10284.5134,361900,253329.99999999997,264200,184940
"1406 WEST WOODS RD",9690.219,7618.0139,297000,207900,195700,136990
"1420 WEST WOODS RD",1637.8754,2444.6156,50200,35140,62800,43960
"1125 WEST WOODS RD #U11",15041.047,15228.242400000001,461000,322700,391200,273840
"1125 WEST WOODS RD #U13",17507.6482,16960.493899999998,536600,375620,435700,304990
"1125 WEST WOODS RD #U15",15014.9454,15200.9935,460200,322140,390500,273350
"1125 WEST WOODS RD #U17",15103.0383,15243.813199999999,462900,324030,391600,274120
"1125 WEST WOODS RD #U19",15589.1806,15551.3365,477800,334460,399500,279650
"1125 WEST WOODS RD #U21",13983.9322,12818.661099999998,428600,300020,329300,230509.99999999997
"1125 WEST WOODS RD #U23",11331.357099999997,10393.509,347300,243109.99999999997,267000,186900
"1125 WEST WOODS RD #U23",11083.391899999999,10276.728,339700,237789.99999999997,264000,184800
"1125 WEST WOODS RD #U25",14698.4635,14648.230099999999,450500,315350,376300,263410
"1125 WEST WOODS RD #U27",14793.0818,14671.5863,453400,317380,376900,263830
"1125 WEST WOODS RD #U29",12365.633,12277.5758,379000,265300,315400,220780
"1125 WEST WOODS RD #U31",13709.8654,12709.6655,420200,294140,326500,228550
"1125 WEST WOODS RD #U33",11298.730099999997,10358.474699999999,346300,242409.99999999997,266100,186270
"1125 WEST WOODS RD #U35",12496.141,12343.751699999999,383000,268100,317100,221970
"1125 WEST WOODS RD #U37",14176.4315,14352.3849,434500,304150,368700,258089.99999999997
"1125 WEST WOODS RD #U5",12300.379,12219.185300000001,377000,263900,313900,219730
"1125 WEST WOODS RD #U7",15174.8177,13752.909099999997,465100,325570,353300,247309.99999999997
"1125 WEST WOODS RD #U9",15788.2053,14640.4447,483900,338730,376100,263270
"55 WEST WOODS RD REAR",10881.104499999998,14282.316299999999,333500,233449.99999999997,366900,256829.99999999997
"844 WEST WOODS RD REAR",3079.9887999999996,3199.7993999999994,94400,66080,82200,57539.99999999999
"1090 WEST WOODS RD REAR",23641.524199999996,29491.0952,724600,507219.99999999994,757600,530320
"55 WEST WOODS RD REAR",10881.104499999998,14282.316299999999,333500,233449.99999999997,366900,256829.99999999997
"844 WEST WOODS RD REAR",3079.9887999999996,3199.7993999999994,94400,66080,82200,57539.99999999999
"1090 WEST WOODS RD REAR",23641.524199999996,29491.0952,724600,507219.99999999994,757600,530320
"15 WESTCOTT RD",11122.5443,8198.0262,340900,238629.99999999997,210600,147420
"19 WESTCOTT RD",9468.3554,7108.070199999999,290200,203140,182600,127819.99999999999
"23 WESTCOTT RD",8672.256599999999,6348.9937,265800,186060,163100,114170
"29 WESTCOTT RD",10600.5123,7921.6445,324900,227430,203500,142450
"30 WESTCOTT RD",9494.457,6948.469499999999,291000,203700,178500,124949.99999999999
"39 WESTCOTT RD",8832.1289,6672.087799999999,270700,189490,171400,119979.99999999999
"40 WESTCOTT RD",10000.1755,7240.421999999999,306500,214550,186000,130199.99999999999
"48 WESTCOTT RD",10264.4542,7684.1898,314600,220220,197400,138180
"51 WESTCOTT RD",9363.949,7380.559200000001,287000,200900,189600,132720
"56 WESTCOTT RD",8779.9257,6438.5257999999985,269100,188370,165400,115779.99999999999
"61 WESTCOTT RD",9063.7806,6831.688499999999,277800,194460,175500,122849.99999999999
"64 WESTCOTT RD",8933.2726,6714.907499999999,273800,191660,172500,120749.99999999999
"4 WESTERFIELD RD",8923.4845,6602.019199999999,273500,191450,169600,118719.99999999999
"14 WESTERFIELD RD",9703.2698,6426.847699999999,297400,208180,165100,115569.99999999999
