PER,JNL,SRC,EFF_DATE,REFERENCE,BEG_BALANCE,DEBITS,CREDITS,NET_CHANGE,END_BALANCE
12,152,API,06/18/24, 031696 120620 W B MASON,,150.00,0,2349.26,
12,280,API,06/30/24, 010312 120874 CRAWFORD,,23.97,0,2373.23,
12,280,API,06/30/24, 011882 120999 DIAZ,,24.27,0,2397.50,
,12460-0670,,,,0,2397.50,0,2397.50,2397.5
001 -52-24-060-0762 -,,,,,,,,,
POLICE EXPLORER PROGRAM,,,12460,.00,,,,,
1,263,API,07/26/23, 014578 112538 NERLEEA,,665.00,0,665.00,
2,63,API,08/01/23, 010225 112714 ACME AUTO LEASI,,100.00,0,765.00,
9,201,API,03/15/24, 043314 118335 SCREEN TEK,,200.00,0,965.00,
9,201,API,03/15/24, 043314 118336 SCREEN TEK,,450.00,0,1415.00,
10,260,API,04/23/24, 008283 119410 AMAZON .COM,,621.87,0,2036.87,
12,51,API,06/06/24, 014578 120476 NERLEEA,,270.00,0,2306.87,
12,51,API,06/06/24, 008283 120512 AMAZON .COM,,329.98,0,2636.85,
12,152,API,06/18/24, 031696 120621 W B MASON,,561.46,0,3198.31,
12,152,API,06/18/24, 031696 120622 W B MASON,,81.97,0,3280.28,
,12460-0762,,,,0,3280.28,0,3280.28,3280.28
001 -52-24-060-0784 -,,,,,,,,,
GENERAL EQUIP OTHERS,,,12460,.00,,,,,
9,108,API,03/07/24, 011882 118277 DIAZ,,822.24,0,822.24,
9,272,API,03/26/24, 008283 118471 AMAZON .COM,,120.99,0,943.23,
10,49,API,04/05/24, 011882 118717 DIAZ,,218.02,0,1161.25,
10,98,API,04/16/24, 008283 119006 AMAZON .COM,,33.99,0,1195.24,
11,296,API,05/31/24, 020610 120198 ASCENT,,1750.00,0,2945.24,
,12460-0784,,,,0,2945.24,0,2945.24,2945.24
001 -52-24-061-0611 -,,,,,,,,,
GENERAL SUPPLIES,,,12461,.00,,,,,
4,20,API,10/03/23, 011882 114189 DIAZ,,2796.00,0,2796.00,
5,165,API,11/27/23, 015442 115664 EAGLE POINT GUN,,2226.66,0,5022.66,
8,209,API,02/22/24, 015442 117768 EAGLE POINT GUN,,3790.08,0,8812.74,
12,567,API,06/30/24, 015442 123808 EAGLE POINT GUN,,9982.80,0,18795.54,
,12461-0611,,,,0,18795.54,0,18795.54,18795.54
001 -52-24-061-0784 -,,,,,,,,,
GENERAL EQUIP OTHERS,,,12461,.00,,,,,
6,158,CRP,12/14/23, 05 CASH RECEIPTS JOURNAL,,.00,40000,-40000.00,
9,201,API,03/15/24, 019381 118424 MILITAUR CORPOR,,595.00,0,-39405.00,
11,296,API,05/31/24, 018088 120171 PARROS GUNSHOP,,8024.50,0,-31380.50,
12,152,API,06/18/24, 011882 120685 DIAZ,,414.50,0,-30966.00,
12,206,API,06/25/24, 020836 120715 BLUE FORCE,,1409.92,0,-29556.08,
12,206,API,06/25/24, 020836 120716 BLUE FORCE,,2576.80,0,-26979.28,
12,206,API,06/25/24, 019383 120725 VORTEX OPTICS,,599.98,0,-26379.30,
12,206,API,06/25/24, 020835 120799 MILE,,451.76,0,-25927.54,
12,206,API,06/25/24, 018088 120800 PARROS GUNSHOP,,1324.90,0,-24602.64,
12,206,API,06/25/24, 018088 120801 PARROS GUNSHOP,,4839.63,0,-19763.01,
12,206,API,06/25/24, 018088 120802 PARROS GUNSHOP,,519.96,0,-19243.05,
12,496,API,06/30/24, 020834 122374 VELOCITY,,9590.33,0,-9652.72,
12,666,API,06/30/24, 017380 124723 DELTA LEVEL,,262.50,0,-9390.22,
,12461-0784,,,,0,30609.78,40000,-9390.22,-9390.22
001 -52-24-062-0740 -,,,,,,,,,
VEHICLE REPLACEMENT,,,12462,.00,,,,,
1,183,API,07/17/23, 019172 112282 FORD MOTOR CRED,,1876.21,0,1876.21,
1,183,API,07/17/23, 019172 112283 FORD MOTOR CRED,,2894.35,0,4770.56,
1,183,API,07/17/23, 019187 112285 KS STATEBANK,,4508.39,0,9278.95,
1,263,API,07/26/23, 019187 112536 KS STATEBANK,,4508.39,0,13787.34,
2,177,API,08/22/23, 019172 113095 FORD MOTOR CRED,,1876.21,0,15663.55,
2,177,API,08/22/23, 019172 113096 FORD MOTOR CRED,,2894.35,0,18557.90,
3,63,API,09/07/23, 020264 113606 CN FINANCING,,10066.16,0,28624.06,
3,189,API,09/14/23, 019187 113674 KS STATEBANK,,4508.39,0,33132.45,
3,189,API,09/14/23, 019187 113831 KS STATEBANK,,4508.39,0,37640.84,
3,189,API,09/14/23, 019172 113889 FORD MOTOR CRED,,1876.21,0,39517.05,
3,189,API,09/14/23, 019172 113890 FORD MOTOR CRED,,2894.35,0,42411.40,
3,220,API,09/26/23, 020264 113976 CN FINANCING,,5033.08,0,47444.48,
4,49,API,10/05/23, 019187 114268 KS STATEBANK,,4508.39,0,51952.87,
4,143,API,10/13/23, 020264 114351 CN FINANCING,,5033.08,0,56985.95,
4,212,API,10/20/23, 019172 114589 FORD MOTOR CRED,,1876.21,0,58862.16,
4,212,API,10/20/23, 019172 114590 FORD MOTOR CRED,,2894.35,0,61756.51,
5,18,API,11/02/23, 020264 114981 CN FINANCING,,5033.08,0,66789.59,
5,18,API,11/02/23, 019187 114983 KS STATEBANK,,4508.39,0,71297.98,
5,110,API,11/20/23, 019172 115487 FORD MOTOR CRED,,1872.21,0,73170.19,
5,110,API,11/20/23, 019172 115489 FORD MOTOR CRED,,2894.35,0,76064.54,
6,39,API,12/01/23, 020264 115784 CN FINANCING,,5033.08,0,81097.62,
6,39,API,12/01/23, 019187 115789 KS STATEBANK,,4508.39,0,85606.01,
6,155,API,12/08/23, 020545 116062 NAUGATUCK,,1995.00,0,87601.01,
6,173,API,12/18/23, 020545 116260 NAUGATUCK,,1010.00,0,88611.01,
6,173,API,12/18/23, 019172 116275 FORD MOTOR CRED,,1880.21,0,90491.22,
6,173,API,12/18/23, 019172 116276 FORD MOTOR CRED,,2894.35,0,93385.57,
7,84,API,01/09/24, 020264 116630 CN FINANCING,,5033.08,0,98418.65,
7,141,API,01/17/24, 019187 116738 KS STATEBANK,,4508.39,0,102927.04,
7,141,API,01/17/24, 019172 116783 FORD MOTOR CRED,,1876.21,0,104803.25,
7,141,API,01/17/24, 019172 116784 FORD MOTOR CRED,,2894.35,0,107697.60,
8,53,API,02/14/24, 020264 117573 CN FINANCING,,5033.08,0,112730.68,
8,53,API,02/14/24, 019187 117575 KS STATEBANK,,4508.39,0,117239.07,
8,209,API,02/22/24, 019172 117789 FORD MOTOR CRED,,1876.21,0,119115.28,
8,209,API,02/22/24, 019172 117791 FORD MOTOR CRED,,2894.35,0,122009.63,
8,209,API,02/22/24, 008943 117954 CENTURY SIGN,,1642.50,0,123652.13,
9,108,API,03/07/24, 020264 118086 CN FINANCING,,5033.08,0,128685.21,
9,108,API,03/07/24, 019187 118090 KS STATEBANK,,4508.39,0,133193.60,
9,108,API,03/07/24, 011882 118149 DIAZ,,80.00,0,133273.60,
9,108,API,03/07/24, 050685 118156 UTILITY COMMUNI,,365.00,0,133638.60,
9,272,API,03/26/24, 019172 118478 FORD MOTOR CRED,,1876.21,0,135514.81,
9,272,API,03/26/24, 019172 118479 FORD MOTOR CRED,,2894.35,0,138409.16,
10,49,API,04/05/24, 020264 118783 CN FINANCING,,5033.08,0,143442.24,
10,49,API,04/05/24, 019187 118786 KS STATEBANK,,4508.39,0,147950.63,
10,98,API,04/16/24, 019172 119147 FORD MOTOR CRED,,1876.21,0,149826.84,
10,98,API,04/16/24, 019172 119148 FORD MOTOR CRED,,2894.35,0,152721.19,
11,39,API,05/07/24, 020264 119744 CN FINANCING,,5033.08,0,157754.27,
11,99,API,05/10/24, 019187 119879 KS STATEBANK,,4508.39,0,162262.66,
11,189,API,05/22/24, 019172 120004 FORD MOTOR CRED,,1876.21,0,164138.87,
11,189,API,05/22/24, 019172 120005 FORD MOTOR CRED,,2894.35,0,167033.22,
12,152,API,06/18/24, 019172 120604 FORD MOTOR CRED,,1876.21,0,168909.43,
12,152,API,06/18/24, 019172 120605 FORD MOTOR CRED,,2894.35,0,171803.78,
12,506,API,06/30/24, 020886 122671 MCGOVERN MHQ,,2195.89,0,173999.67,
12,506,API,06/30/24, 020886 122674 MCGOVERN MHQ,,59804.11,0,233803.78,
12,506,API,06/30/24, 020886 122675 MCGOVERN MHQ,,62000.00,0,295803.78,
,12462-0740,,,,0,295803.78,0,295803.78,295803.78
001 -52-24-062-0741 -,,,,,,,,,
VEHICLE RENTAL,,,12462,.00,,,,,
1,263,API,07/26/23, 010225 112527 ACME AUTO LEASI,,2250.00,0,2250.00,
2,63,API,08/01/23, 010225 112649 ACME AUTO LEASI,,2250.00,0,4500.00,
3,10,API,09/05/23, 010225 113458 ACME AUTO LEASI,,2250.00,0,6750.00,
4,20,API,10/03/23, 010225 114184 ACME AUTO LEASI,,2250.00,0,9000.00,
5,78,API,11/17/23, 010225 115230 ACME AUTO LEASI,,2250.00,0,11250.00,
6,39,API,12/01/23, 010225 115771 ACME AUTO LEASI,,2250.00,0,13500.00,
7,17,API,01/03/24, 010225 116492 ACME AUTO LEASI,,2250.00,0,15750.00,
8,53,API,02/14/24, 010225 117553 ACME AUTO LEASI,,2250.00,0,18000.00,
9,30,API,03/05/24, 010225 118021 ACME AUTO LEASI,,2250.00,0,20250.00,
10,49,API,04/05/24, 010225 118709 ACME AUTO LEASI,,2250.00,0,22500.00,
11,38,API,05/03/24, 010225 119535 ACME AUTO LEASI,,2250.00,0,24750.00,
11,296,API,05/31/24, 010225 120165 ACME AUTO LEASI,,2250.00,0,27000.00,
,12462-0741,,,,0,27000.00,0,27000.00,27000
001 -52-24-063-0506 -,,,,,,,,,
CONFIDENTIAL EXPENDITURES,,,12463,.00,,,,,
4,145,API,10/16/23, 012606 114487 ONOFRIO,,2500.00,0,2500.00,
11,99,API,05/10/24, 020777 119787 CRAWFORD,,2000.00,0,4500.00,
,12463-0506,,,,0,4500.00,0,4500.00,4500
001 -52-24-063-0611 -,,,,,,,,,
GENERAL SUPPLIES,,,12463,.00,,,,,
6,39,API,12/01/23, 008283 115778 AMAZON .COM,,279.37,0,279.37,
6,39,API,12/01/23, 008283 115782 AMAZON .COM,,35.97,0,315.34,
6,155,API,12/08/23, 011882 116063 DIAZ,,10.54,0,325.88,
7,84,API,01/09/24, 009594 116625 AIR SCIENCE USA,,114.00,0,439.88,
8,209,API,02/22/24, 008283 117766 AMAZON .COM,,548.77,0,988.65,
8,209,API,02/22/24, 008283 117773 AMAZON .COM,,183.88,0,1172.53,
,12463-0611,,,,0,1172.53,0,1172.53,1172.53
001 -52-24-064-0559 -,,,,,,,,,
TOWING,,,12464,.00,,,,,
2,177,API,08/22/23, 052328 113103 WHEELERS AUTO,,654.75,0,654.75,
3,220,API,09/26/23, 019539 113989 NELCON,,600.00,0,1254.75,
3,220,API,09/26/23, 052328 113992 WHEELERS AUTO,,286.25,0,1541.00,
4,212,API,10/20/23, 052328 114710 WHEELERS AUTO,,682.25,0,2223.25,
5,56,API,11/09/23, 052328 115098 WHEELERS AUTO,,415.00,0,2638.25,
7,17,API,01/03/24, 052328 116498 WHEELERS AUTO,,245.00,0,2883.25,
8,124,API,02/15/24, 052328 117600 WHEELERS AUTO,,160.00,0,3043.25,
9,30,API,03/05/24, 052328 118034 WHEELERS AUTO,,782.50,0,3825.75,
9,201,API,03/15/24, 052328 118425 WHEELERS AUTO,,401.25,0,4227.00,
10,98,API,04/16/24, 052328 119150 WHEELERS AUTO,,296.50,0,4523.50,
11,99,API,05/10/24, 052328 119793 WHEELERS AUTO,,195.00,0,4718.50,
12,152,API,06/18/24, 052328 120690 WHEELERS AUTO,,789.00,0,5507.50,
12,433,API,06/30/24, 052328 121624 WHEELERS AUTO,,85.00,0,5592.50,
,12464-0559,,,,0,5592.50,0,5592.50,5592.5
001 -52-24-064-0566 -,,,,,,,,,
VEHICLE MAINTENANCE,,,12464,.00,,,,,
2,63,API,08/01/23, 009796 112697 SPLASH,,318.99,0,318.99,
3,63,API,09/07/23, 009796 113493 SPLASH,,450.00,0,768.99,
3,63,API,09/07/23, 019482 113497 GREASE MONKEY I,,206.90,0,975.89,
3,63,API,09/07/23, 019482 113498 GREASE MONKEY I,,361.98,0,1337.87,
4,20,API,10/03/23, 009796 114244 SPLASH,,559.99,0,1897.86,
4,212,API,10/20/23, 019482 114676 GREASE MONKEY I,,238.76,0,2136.62,
5,110,API,11/20/23, 015085 115485 DELS AUTO BODY,,741.00,0,2877.62,
7,241,API,01/23/24, 009796 116908 SPLASH,,1674.00,0,4551.62,
7,241,API,01/23/24, 009796 116909 SPLASH,,392.00,0,4943.62,
7,241,API,01/23/24, 009796 116910 SPLASH,,252.00,0,5195.62,
9,30,API,03/05/24, 019482 118047 GREASE MONKEY I,,483.30,0,5678.92,
9,108,API,03/07/24, 009796 118092 SPLASH,,280.00,0,5958.92,
10,49,API,04/05/24, 019482 118719 GREASE MONKEY I,,467.99,0,6426.91,
11,38,API,05/03/24, 019482 119545 GREASE MONKEY I,,487.47,0,6914.38,
11,189,API,05/22/24, 009796 120008 SPLASH,,605.00,0,7519.38,
11,189,API,05/22/24, 009796 120034 SPLASH,,952.00,0,8471.38,
11,296,API,05/31/24, 019482 120168 GREASE MONKEY I,,374.29,0,8845.67,
11,296,API,05/31/24, 019482 120169 GREASE MONKEY I,,329.15,0,9174.82,
11,296,API,05/31/24, 009796 120244 SPLASH,,252.00,0,9426.82,
12,51,API,06/06/24, 019482 120335 GREASE MONKEY I,,550.31,0,9977.13,
12,51,API,06/06/24, 019482 120337 GREASE MONKEY I,,366.83,0,10343.96,
12,51,API,06/06/24, 009796 120477 SPLASH,,739.00,0,11082.96,
12,151,API,06/13/24, 013727 120522 MHQ,,300.00,0,11382.96,
12,152,API,06/18/24, 019482 120606 GREASE MONKEY I,,500.40,0,11883.36,
12,280,API,06/30/24, 010639 121000 GOCLOWSKI ERIC,,34.58,0,11917.94,
12,341,API,06/30/24, 019482 121035 GREASE MONKEY I,,73.39,0,11991.33,
12,363,API,06/30/24, 009796 121175 SPLASH,,911.00,0,12902.33,
12,433,API,06/30/24, 020024 121693 HAMDEN LINE,,96.57,0,12998.90,
,12464-0566,,,,0,12998.90,0,12998.90,12998.9
001 -52-24-065-0719 -,,,,,,,,,
TRAFFIC EQUIPMENT,,,12465,.00,,,,,
5,56,API,11/09/23, 008933 115030 CENTRAL EQUIP,,294.99,0,294.99,
6,158,CRP,12/14/23, 05 CASH RECEIPTS JOURNAL,,.00,10000,-9705.01,
11,296,API,05/31/24, 034904 120200 NEW ENGLAND RAD,,490.00,0,-9215.01,
12,363,API,06/30/24, 008943 121170 CENTURY SIGN,,1770.00,0,-7445.01,
12,447,API,06/30/24, 050685 121949 UTILITY COMMUNI,,2116.80,0,-5328.21,
12,484,API,06/30/24, 008943 122166 CENTURY SIGN,,885.00,0,-4443.21,
12,484,API,06/30/24, 020886 122282 MCGOVERN MHQ,,3685.00,0,-758.21,
,12465-0719,,,,0,9241.79,10000,-758.21,-758.21
001 -52-24-065-0755 -,,,,,,,,,
SAFETY EQUIPMENT,,,12465,.00,,,,,
2,63,API,08/01/23, 050685 112735 UTILITY COMMUNI,,439.50,0,439.50,
2,227,API,08/24/23, 050685 113142 UTILITY COMMUNI,,100.00,0,539.50,
3,189,API,09/14/23, 019998 113925 STOP STICK,,1477.03,0,2016.53,
3,220,API,09/26/23, 050685 113991 UTILITY COMMUNI,,567.92,0,2584.45,
4,212,API,10/20/23, 019998 114632 STOP STICK,,220.00,0,2804.45,
4,236,API,10/30/23, 050685 114766 UTILITY COMMUNI,,750.00,0,3554.45,
5,78,API,11/17/23, 008832 115239 TINT WORKS,,225.00,0,3779.45,
5,165,API,11/27/23, 008832 115757 TINT WORKS,,450.00,0,4229.45,
8,209,API,02/22/24, 019953 117826 GALLS,,284.95,0,4514.40,
9,108,API,03/07/24, 013727 118155 MHQ,,600.00,0,5114.40,
10,260,API,04/23/24, 050685 119221 UTILITY COMMUNI,,100.00,0,5214.40,
12,152,API,06/18/24, 050685 120612 UTILITY COMMUNI,,200.00,0,5414.40,
12,152,API,06/18/24, 050685 120613 UTILITY COMMUNI,,480.00,0,5894.40,
12,152,API,06/18/24, 050685 120614 UTILITY COMMUNI,,100.00,0,5994.40,
12,152,API,06/18/24, 050685 120615 UTILITY COMMUNI,,200.00,0,6194.40,
12,152,API,06/18/24, 050685 120616 UTILITY COMMUNI,,125.00,0,6319.40,
12,280,API,06/30/24, 050685 121001 UTILITY COMMUNI,,100.00,0,6419.40,
12,433,API,06/30/24, 020024 121693 HAMDEN LINE,,225.01,0,6644.41,
,12465-0755,,,,0,6644.41,0,6644.41,6644.41
001 -52-24-091-0599 -,,,,,,,,,
EXECUTIVE MEMBERSHIP -TRAINING,,,12491,.00,,,,,
1,263,API,07/26/23, 044925 112539 SO CTRL CHIEF P,,1500.00,0,1500.00,
1,263,API,07/26/23, 044927 112540 SOUTH CNTRL CRI,,12000.00,0,13500.00,
10,260,API,04/23/24, 026936 119464 IACP,,145.00,0,13645.00,
,12491-0599,,,,0,13645.00,0,13645.00,13645
001 -52-25-001-0110 -,,,,,,,,,
REGULAR SALARIES,,,12501,.00,,,,,
1,8,PRJ,07/06/23, RUN: 0 WARRANT: 070623,,163818.14,0,163818.14,
1,43,PRJ,07/13/23, RUN: 0 WARRANT: 071323,,164804.02,0,328622.16,
1,114,PRJ,07/20/23, RUN: 0 WARRANT: 072023,,164804.03,0,493426.19,
1,216,PRJ,07/27/23, RUN: 0 WARRANT: 072723,,164804.00,0,658230.19,
2,3,PRJ,08/03/23, RUN: 0 WARRANT: 080323,,164804.00,0,823034.19,
2,56,PRJ,08/10/23, RUN: 0 WARRANT: 081023,,164804.08,0,987838.27,
2,87,PRJ,08/17/23, RUN: 0 WARRANT: 081723,,164804.07,0,1152642.34,
2,168,PRJ,08/24/23, RUN: 0 WARRANT: 082423,,164803.96,0,1317446.30,
2,201,PRJ,08/31/23, RUN: 0 WARRANT: 083123,,170992.18,0,1488438.48,
3,4,PRJ,09/07/23, RUN: 0 WARRANT: 090723,,171213.78,0,1659652.26,
3,48,PRJ,09/14/23, RUN: 0 WARRANT: 091423,,171213.82,0,1830866.08,
3,120,PRJ,09/21/23, RUN: 0 WARRANT: 092123,,171213.78,0,2002079.86,
3,207,PRJ,09/28/23, RUN: 0 WARRANT: 092823,,171213.75,0,2173293.61,
4,5,PRJ,10/05/23, RUN: 0 WARRANT: 100523,,171242.32,0,2344535.93,
4,58,PRJ,10/12/23, RUN: 0 WARRANT: 101223,,169534.55,0,2514070.48,
4,130,PRJ,10/19/23, RUN: 0 WARRANT: 101923,,169534.56,0,2683605.04,
4,205,PRJ,10/26/23, RUN: 0 WARRANT: 102623,,238545.30,0,2922150.34,
4,429,GEN,10/26/23,,,.00,69010.7,2853139.64,
5,2,PRJ,11/02/23, RUN: 0 WARRANT: 110223,,169724.69,0,3022864.33,
5,11,PRJ,11/09/23, RUN: 0 WARRANT: 110923,,169692.95,0,3192557.28,
5,28,PRJ,11/16/23, RUN: 0 WARRANT: 111623,,169693.02,0,3362250.30,
5,92,PRJ,11/22/23, RUN: 0 WARRANT: 112223,,169692.97,0,3531943.27,
5,143,PRJ,11/30/23, RUN: 0 WARRANT: 113023,,169692.97,0,3701636.24,
6,24,PRJ,12/07/23, RUN: 0 WARRANT: 120723,,169693.00,0,3871329.24,
6,105,PRJ,12/14/23, RUN: 0 WARRANT: 121423,,169693.00,0,4041022.24,
6,163,PRJ,12/21/23, RUN: 0 WARRANT: 122123,,169692.95,0,4210715.19,
6,194,PRJ,12/28/23, RUN: 0 WARRANT: 122823,,169693.00,0,4380408.19,
7,2,PRJ,01/04/24, RUN: 0 WARRANT: 010424,,169693.03,0,4550101.22,
7,45,PRJ,01/11/24, RUN: 0 WARRANT: 011124,,169117.94,0,4719219.16,
7,96,PRJ,01/18/24, RUN: 0 WARRANT: 011824,,169692.95,0,4888912.11,
7,166,PRJ,01/25/24, RUN: 0 WARRANT: 012524,,169693.04,0,5058605.15,
8,2,PRJ,02/01/24, RUN: 0 WARRANT: 020124,,169692.99,0,5228298.14,
8,17,PRJ,02/08/24, RUN: 0 WARRANT: 020824,,172496.96,0,5400795.10,
8,47,PRJ,02/15/24, RUN: 0 WARRANT: 021524,,174355.16,0,5575150.26,
8,100,PRJ,02/22/24, RUN: 0 WARRANT: 022224,,174621.12,0,5749771.38,
8,154,PRJ,02/29/24, RUN: 0 WARRANT: 022924,,174621.12,0,5924392.50,
9,16,PRJ,03/07/24, RUN: 0 WARRANT: 030724,,174621.08,0,6099013.58,
9,87,PRJ,03/14/24, RUN: 0 WARRANT: 031424,,174621.15,0,6273634.73,
9,166,PRJ,03/21/24, RUN: 0 WARRANT: 032124,,174621.12,0,6448255.85,
9,248,PRJ,03/28/24, RUN: 0 WARRANT: 032824,,184036.94,0,6632292.79,
10,5,PRJ,04/04/24, RUN: 0 WARRANT: 040424,,184030.25,0,6816323.04,
10,39,PRJ,04/11/24, RUN: 0 WARRANT: 041124,,184036.92,0,7000359.96,
10,78,PRJ,04/18/24, RUN: 0 WARRANT: 041824,,184036.90,0,7184396.86,
10,116,PRJ,04/25/24, RUN: 0 WARRANT: 042524,,184036.87,0,7368433.73,
11,2,PRJ,05/02/24, RUN: 0 WARRANT: 050224,,184036.91,0,7552470.64,
11,21,PRJ,05/08/24, RUN: 1 WARRANT: 050824,,565831.80,0,8118302.44,
11,29,PRJ,05/09/24, RUN: 0 WARRANT: 050924,,183603.12,0,8301905.56,
11,82,PRJ,05/16/24, RUN: 0 WARRANT: 051624,,182047.98,0,8483953.54,
11,110,PRJ,05/23/24, RUN: 0 WARRANT: 052324,,182559.22,0,8666512.76,
11,217,PRJ,05/30/24, RUN: 0 WARRANT: 053024,,182981.36,0,8849494.12,
12,6,PRJ,06/06/24, RUN: 0 WARRANT: 060624,,222760.00,0,9072254.12,
12,44,PRJ,06/13/24, RUN: 0 WARRANT: 061324,,182981.30,0,9255235.42,
12,112,PRJ,06/20/24, RUN: 0 WARRANT: 062024,,182981.31,0,9438216.73,
12,180,PRJ,06/27/24, RUN: 0 WARRANT: 062724,,182981.36,0,9621198.09,
,12501-0110,,,,0,9690208.79,69010.7,9621198.09,9621198.09
001 -52-25-001-0110H -,,,,,,,,,
HFD CODE ENFORCEMENT,,,12501,.00,,,,,
1,8,PRJ,07/06/23, RUN: 0 WARRANT: 070623,,308.08,0,308.08,
2,168,PRJ,08/24/23, RUN: 0 WARRANT: 082423,,308.08,0,616.16,
2,201,PRJ,08/31/23, RUN: 0 WARRANT: 083123,,5699.57,0,6315.73,
4,130,PRJ,10/19/23, RUN: 0 WARRANT: 101923,,308.08,0,6623.81,
4,205,PRJ,10/26/23, RUN: 0 WARRANT: 102623,,308.08,0,6931.89,
5,11,PRJ,11/09/23, RUN: 0 WARRANT: 110923,,616.16,0,7548.05,
5,28,PRJ,11/16/23, RUN: 0 WARRANT: 111623,,308.08,0,7856.13,
5,92,PRJ,11/22/23, RUN: 0 WARRANT: 112223,,924.25,0,8780.38,
5,143,PRJ,11/30/23, RUN: 0 WARRANT: 113023,,924.25,0,9704.63,
6,24,PRJ,12/07/23, RUN: 0 WARRANT: 120723,,308.08,0,10012.71,
6,163,PRJ,12/21/23, RUN: 0 WARRANT: 122123,,616.16,0,10628.87,
6,194,PRJ,12/28/23, RUN: 0 WARRANT: 122823,,308.08,0,10936.95,
7,2,PRJ,01/04/24, RUN: 0 WARRANT: 010424,,308.08,0,11245.03,
7,96,PRJ,01/18/24, RUN: 0 WARRANT: 011824,,924.25,0,12169.28,
7,166,PRJ,01/25/24, RUN: 0 WARRANT: 012524,,308.08,0,12477.36,
8,2,PRJ,02/01/24, RUN: 0 WARRANT: 020124,,1232.35,0,13709.71,
8,17,PRJ,02/08/24, RUN: 0 WARRANT: 020824,,616.16,0,14325.87,
8,47,PRJ,02/15/24, RUN: 0 WARRANT: 021524,,924.24,0,15250.11,
8,100,PRJ,02/22/24, RUN: 0 WARRANT: 022224,,308.08,0,15558.19,
8,154,PRJ,02/29/24, RUN: 0 WARRANT: 022924,,924.24,0,16482.43,
9,16,PRJ,03/07/24, RUN: 0 WARRANT: 030724,,308.08,0,16790.51,
9,87,PRJ,03/14/24, RUN: 0 WARRANT: 031424,,1232.34,0,18022.85,
9,166,PRJ,03/21/24, RUN: 0 WARRANT: 032124,,1047.48,0,19070.33,
9,248,PRJ,03/28/24, RUN: 0 WARRANT: 032824,,2017.48,0,21087.81,
10,116,PRJ,04/25/24, RUN: 0 WARRANT: 042524,,423.02,0,21510.83,
,,,12501-0110H,.00 21510.83 .00 21510.83 21510.83,,,,,
001 -52-25-001-0130 -,,,,,,,,,
OVERTIME,,,12501,.00,,,,,
1,8,PRJ,07/06/23, RUN: 0 WARRANT: 070623,,1818.31,0,1818.31,
1,43,PRJ,07/13/23, RUN: 0 WARRANT: 071323,,1731.16,0,3549.47,
1,114,PRJ,07/20/23, RUN: 0 WARRANT: 072023,,2334.28,0,5883.75,
1,216,PRJ,07/27/23, RUN: 0 WARRANT: 072723,,68.92,0,5952.67,
2,56,PRJ,08/10/23, RUN: 0 WARRANT: 081023,,88.98,0,6041.65,
2,87,PRJ,08/17/23, RUN: 0 WARRANT: 081723,,241.67,0,6283.32,
2,201,PRJ,08/31/23, RUN: 0 WARRANT: 083123,,1048.31,0,7331.63,
3,4,PRJ,09/07/23, RUN: 0 WARRANT: 090723,,711.56,0,8043.19,
3,48,PRJ,09/14/23, RUN: 0 WARRANT: 091423,,257.90,0,8301.09,
3,120,PRJ,09/21/23, RUN: 0 WARRANT: 092123,,735.46,0,9036.55,
3,207,PRJ,09/28/23, RUN: 0 WARRANT: 092823,,971.72,0,10008.27,
4,5,PRJ,10/05/23, RUN: 0 WARRANT: 100523,,491.56,0,10499.83,
4,58,PRJ,10/12/23, RUN: 0 WARRANT: 101223,,757.72,0,11257.55,
4,130,PRJ,10/19/23, RUN: 0 WARRANT: 101923,,1083.40,0,12340.95,
4,205,PRJ,10/26/23, RUN: 0 WARRANT: 102623,,310.91,0,12651.86,
5,2,PRJ,11/02/23, RUN: 0 WARRANT: 110223,,2669.52,0,15321.38,
5,11,PRJ,11/09/23, RUN: 0 WARRANT: 110923,,348.86,0,15670.24,
5,28,PRJ,11/16/23, RUN: 0 WARRANT: 111623,,907.16,0,16577.40,
5,92,PRJ,11/22/23, RUN: 0 WARRANT: 112223,,285.96,0,16863.36,
6,24,PRJ,12/07/23, RUN: 0 WARRANT: 120723,,296.36,0,17159.72,
6,105,PRJ,12/14/23, RUN: 0 WARRANT: 121423,,807.94,0,17967.66,
6,163,PRJ,12/21/23, RUN: 0 WARRANT: 122123,,329.10,0,18296.76,
6,194,PRJ,12/28/23, RUN: 0 WARRANT: 122823,,1222.52,0,19519.28,
7,2,PRJ,01/04/24, RUN: 0 WARRANT: 010424,,183.14,0,19702.42,
7,45,PRJ,01/11/24, RUN: 0 WARRANT: 011124,,212.63,0,19915.05,
7,96,PRJ,01/18/24, RUN: 0 WARRANT: 011824,,476.89,0,20391.94,
7,166,PRJ,01/25/24, RUN: 0 WARRANT: 012524,,271.42,0,20663.36,
8,2,PRJ,02/01/24, RUN: 0 WARRANT: 020124,,884.05,0,21547.41,
8,17,PRJ,02/08/24, RUN: 0 WARRANT: 020824,,197.92,0,21745.33,
8,47,PRJ,02/15/24, RUN: 0 WARRANT: 021524,,264.95,0,22010.28,
8,100,PRJ,02/22/24, RUN: 0 WARRANT: 022224,,162.12,0,22172.40,
8,154,PRJ,02/29/24, RUN: 0 WARRANT: 022924,,278.90,0,22451.30,
9,87,PRJ,03/14/24, RUN: 0 WARRANT: 031424,,120.84,0,22572.14,
