address,appraisal,sale_date,sale_price,use_code,use_description,zone,neighborhood,acres,land_value,style,model,grade,hist_land_value,hist_total_value,street_url,status
928 WINTERGREEN AVE ,8700,02/14/1995,0,1320,Vacant Unb M00,R2,75,0.31,8700,Vacant Land,       ,       ,6000,6000,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=WINTERGREEN%20AVE,success
935 WINTERGREEN AVE ,137100,10/21/1998,0,7130,TILLABLE D  MDL-00,R2,75,2.09,137100,Vacant Land,       ,       ,95300,95300,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=WINTERGREEN%20AVE,success
938 WINTERGREEN AVE ,370400,09/21/2023,0,1010,Single Fam M01,R2,75,1.23,100300,Raised Ranch,Residential,C,74500,245300,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=WINTERGREEN%20AVE,success
950 WINTERGREEN AVE ,302600,02/02/2004,0,1010,Single Fam M01,R2,75,0.61,93500,Cape Cod,Residential,C,68400,203600,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=WINTERGREEN%20AVE,success
960 WINTERGREEN AVE ,396500,11/27/2013,230000,1010,Single Fam M01,R2,75,0.65,99500,Colonial,Residential,C +,69100,261700,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=WINTERGREEN%20AVE,success
970 WINTERGREEN AVE ,319000,12/09/2019,182500,1010,Single Fam M01,R2,75,0.81,103700,Ranch,Residential,C,72000,203400,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=WINTERGREEN%20AVE,success
975 WINTERGREEN AVE ,110500,10/21/1998,1,7130,TILLABLE D  MDL-00,R2,75,1.07,110500,Vacant Land,       ,       ,76800,76800,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=WINTERGREEN%20AVE,success
980 WINTERGREEN AVE ,117800,04/24/2006,0,7130,TILLABLE D  MDL-00,R2,75,1.35,117800,Vacant Land,       ,       ,81800,81800,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=WINTERGREEN%20AVE,success
985 WINTERGREEN AVE ,328000,10/21/1998,1,1010,Single Fam M01,R2,75,1.2,110800,Ranch,Residential,C,77900,221200,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=WINTERGREEN%20AVE,success
986 WINTERGREEN AVE ,349100,02/16/1989,0,1010,Single Fam M01,R2,75,0.87,105300,Old Style,Residential,C,73100,202300,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=WINTERGREEN%20AVE,success
1019 WINTERGREEN AVE ,8100,03/11/2020,230000,1320,Vacant Unb M00,R1,75,0.22,8100,Vacant Land,       ,       ,5600,5600,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=WINTERGREEN%20AVE,success
1020 WINTERGREEN AVE ,217100,03/11/2020,230000,1010,Single Fam M01,R2,75,2.41,137300,Colonial,Residential,C,106800,247800,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=WINTERGREEN%20AVE,success
1055 WINTERGREEN AVE ,NA,02/27/2003,0,4330,RAD/TV TR M96,R1,75,1.03,660000,Warehouse,Ind/Comm,NA,285000,1257200,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=WINTERGREEN%20AVE,success
1065 WINTERGREEN AVE ,NA,03/11/1983,0,901V,STATE M00,R1,75,500,NA,Vacant Land,       ,       ,6000000,6000000,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=WINTERGREEN%20AVE,success
1065 WINTERGREEN AVE ,NA,03/11/1983,0,901V,STATE M00,R1,75,267.78,NA,Vacant Land,       ,       ,2326100,2326100,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=WINTERGREEN%20AVE,success
1090 WINTERGREEN AVE ,666600,07/11/1903,0,9030,MUNICIPAL M94,R2,75,12.87,391300,Clubs/Lodges,Comm/Ind,C -,383900,623600,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=WINTERGREEN%20AVE,success
1110 WINTERGREEN AVE ,477900,08/25/2000,87000,1010,Single Fam M01,R2,75,0.74,101900,Raised Ranch,Residential,C +,70800,321300,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=WINTERGREEN%20AVE,success
1120 WINTERGREEN AVE ,306600,08/27/2020,190000,1010,Single Fam M01,R2,75,0.45,93200,Ranch,Residential,C,64800,193000,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=WINTERGREEN%20AVE,success
1130 WINTERGREEN AVE ,263200,03/16/2015,107500,1010,Single Fam M01,R2,75,0.36,88900,Ranch,Residential,C,61800,172200,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=WINTERGREEN%20AVE,success
1138 WINTERGREEN AVE ,309500,01/16/2025,290000,1010,Single Fam M01,R2,75,0.38,89900,Ranch,Residential,C,62400,203200,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=WINTERGREEN%20AVE,success
1146 WINTERGREEN AVE ,281600,04/20/2020,0,1010,Single Fam M01,R2,75,0.34,88000,Ranch,Residential,C,61100,183700,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=WINTERGREEN%20AVE,success
1152 WINTERGREEN AVE ,286900,05/23/2024,0,1010,Single Fam M01,R2,75,0.37,89400,Ranch,Residential,C,62100,185000,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=WINTERGREEN%20AVE,success
1164 WINTERGREEN AVE ,283100,08/26/2022,235000,1010,Single Fam M01,R2,75,0.52,96100,Ranch,Residential,C,66800,173900,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=WINTERGREEN%20AVE,success
1172 WINTERGREEN AVE ,289000,07/12/2022,300000,1010,Single Fam M01,R2,75,0.29,85600,Ranch,Residential,C,59500,179900,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=WINTERGREEN%20AVE,success
1180 WINTERGREEN AVE ,206700,09/06/2017,0,1010,Single Fam M01,R2,75,0.33,87500,Ranch,Residential,C -,60800,150200,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=WINTERGREEN%20AVE,success
189 WINTERGREEN AVE REAR,102900,01/23/1969,0,903V,MUNICIPAL  MDL-00,R4,80,1.41,102900,Vacant Land,       ,       ,67000,67000,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=WINTERGREEN%20AVE,success
735 WINTERGREEN AVE REAR,127200,12/06/1976,0,901V,STATE M00,R2,75,1.71,127200,Vacant Land,       ,       ,20500,20500,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=WINTERGREEN%20AVE,success
189 WINTERGREEN AVE REAR,102900,01/23/1969,0,903V,MUNICIPAL  MDL-00,R4,80,1.41,102900,Vacant Land,       ,       ,67000,67000,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=WINTERGREEN%20AVE%20REAR,success
735 WINTERGREEN AVE REAR,127200,12/06/1976,0,901V,STATE M00,R2,75,1.71,127200,Vacant Land,       ,       ,20500,20500,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=WINTERGREEN%20AVE%20REAR,success
3 WISCASSETT AVE,410500,12/04/2018,320000,1010,Single Fam M01,R4,110,0.48,112800,Colonial,Residential,C +,81600,270400,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=WISCASSETT%20AVE,success
6 WISCASSETT AVE,293200,09/26/2006,275000,1010,Single Fam M01,R4,110,0.32,94900,Ranch,Residential,C,65500,187500,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=WISCASSETT%20AVE,success
16 WISCASSETT AVE,301200,07/07/2020,225000,1010,Single Fam M01,R4,110,0.32,94900,Ranch,Residential,C,65500,198600,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=WISCASSETT%20AVE,success
17 WISCASSETT AVE,281300,03/04/2021,0,1010,Single Fam M01,R4,110,0.15,81400,Cape Cod,Residential,C,56200,170400,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=WISCASSETT%20AVE,success
21 WISCASSETT AVE,244900,04/07/2005,0,1010,Single Fam M01,R4,110,0.15,81400,Cape Cod,Residential,C,56200,161400,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=WISCASSETT%20AVE,success
24 WISCASSETT AVE,365200,11/12/2004,282000,1010,Single Fam M01,R4,110,0.32,94900,Raised Ranch,Residential,C +,65500,239500,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=WISCASSETT%20AVE,success
32 WISCASSETT AVE,361500,07/01/2004,300000,1010,Single Fam M01,R4,110,0.32,94900,Raised Ranch,Residential,C +,65500,242800,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=WISCASSETT%20AVE,success
15 WOOD ST ,327200,09/21/1998,0,1010,Single Fam M01,R4,60,0.2,100700,Old Style,Residential,C,73300,228100,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=WOOD%20ST,success
18 WOOD ST ,327700,05/22/2001,15000,1010,Single Fam M01,R4,60,0.18,98400,Cape Cod,Residential,C +,71600,227300,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=WOOD%20ST,success
19 WOOD ST ,328900,11/26/1958,0,1010,Single Fam M01,R4,60,0.15,95000,Colonial,Residential,C +,69100,218100,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=WOOD%20ST,success
22 WOOD ST ,321800,09/02/2009,180000,1010,Single Fam M01,R4,60,0.15,95000,Colonial,Residential,C +,69100,213700,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=WOOD%20ST,success
23 WOOD ST ,384900,05/31/2019,322500,1010,Single Fam M01,R4,60,0.15,95000,Colonial,Residential,B -,69100,310600,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=WOOD%20ST,success
29 WOOD ST ,341300,02/13/1998,104000,1010,Single Fam M01,R4,60,0.15,95000,Colonial,Residential,C +,69100,235900,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=WOOD%20ST,success
30 WOOD ST ,368100,11/22/2021,245000,1010,Single Fam M01,R4,60,0.15,95000,Colonial,Residential,C +,69100,240900,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=WOOD%20ST,success
34 WOOD ST ,320100,10/21/1987,0,1010,Single Fam M01,R4,60,0.15,95000,Colonial,Residential,C +,69100,215400,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=WOOD%20ST,success
35 WOOD ST ,351100,12/16/2021,255000,1010,Single Fam M01,R4,60,0.15,95000,Colonial,Residential,C +,69100,240800,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=WOOD%20ST,success
39 WOOD ST ,315600,03/02/1984,0,1010,Single Fam M01,R4,60,0.15,95000,Colonial,Residential,C +,69100,215000,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=WOOD%20ST,success
40 WOOD ST ,328200,12/20/2018,230000,1010,Single Fam M01,R4,60,0.15,95000,Colonial,Residential,C +,69100,223200,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=WOOD%20ST,success
44 WOOD ST ,307400,08/27/2020,0,1010,Single Fam M01,R4,60,0.18,98400,Cape Cod,Residential,C,71600,213200,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=WOOD%20ST,success
45 WOOD ST ,318900,06/22/2000,140000,1010,Single Fam M01,R4,60,0.12,89600,Colonial,Residential,C +,65200,215200,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=WOOD%20ST,success
3 WOODBINE ST ,316900,07/08/2022,250000,1010,Single Fam M01,R4,33,0.11,109800,Old Style,Residential,C,56700,180700,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=WOODBINE%20ST,success
7 WOODBINE ST ,380500,01/24/2023,0,1010,Single Fam M01,R4,33,0.11,109800,Colonial,Residential,C +,56700,179800,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=WOODBINE%20ST,success
11 WOODBINE ST ,292400,07/07/2009,0,1010,Single Fam M01,R4,33,0.08,103100,Old Style,Residential,C,53300,172400,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=WOODBINE%20ST,success
15 WOODBINE ST ,345400,11/28/2023,375000,1010,Single Fam M01,R4,33,0.12,112000,Cape Cod,Residential,C,57900,201700,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=WOODBINE%20ST,success
20 WOODBINE ST ,336600,04/29/2008,238000,1010,Single Fam M01,R4,33,0.14,116500,Cape Cod,Residential,C,60200,195700,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=WOODBINE%20ST,success
23 WOODBINE ST ,351600,03/03/2011,262000,1010,Single Fam M01,R4,33,0.35,140700,Colonial,Residential,C,72700,209800,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=WOODBINE%20ST,success
30 WOODBINE ST ,345200,01/30/2017,184010,1010,Single Fam M01,R4,33,0.1,107600,Colonial,Residential,C +,55600,226300,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=WOODBINE%20ST,success
39 WOODBINE ST ,359500,07/08/2021,335000,1010,Single Fam M01,R4,33,0.21,127300,Cape Cod,Residential,C +,65800,213400,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=WOODBINE%20ST,success
40 WOODBINE ST ,307900,08/18/2022,228500,1010,Single Fam M01,R4,33,0.09,105300,Colonial,Residential,C,54400,203600,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=WOODBINE%20ST,success
44 WOODBINE ST ,309200,01/22/2004,0,1010,Single Fam M01,R4,33,0.09,105300,Colonial,Residential,C,54400,194300,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=WOODBINE%20ST,success
45 WOODBINE ST ,333600,09/05/2019,0,1010,Single Fam M01,R4,33,0.24,131600,Ranch,Residential,C,68000,194600,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=WOODBINE%20ST,success
48 WOODBINE ST ,307800,06/15/2006,0,1010,Single Fam M01,R4,33,0.09,105300,Colonial,Residential,C,54400,191700,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=WOODBINE%20ST,success
52 WOODBINE ST ,367900,08/22/2024,455000,1010,Single Fam M01,R4,33,0.12,112000,Colonial,Residential,C,57900,193500,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=WOODBINE%20ST,success
53 WOODBINE ST ,330300,05/02/2018,0,1010,Single Fam M01,R4,33,0.24,131600,Ranch,Residential,C,68000,174700,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=WOODBINE%20ST,success
56 WOODBINE ST ,342600,09/25/1996,124000,1010,Single Fam M01,R4,33,0.12,112000,Colonial,Residential,C,57900,216100,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=WOODBINE%20ST,success
61 WOODBINE ST ,341800,12/26/2017,175000,1010,Single Fam M01,R4,33,0.24,131600,Ranch,Residential,C,68000,208000,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=WOODBINE%20ST,success
62 WOODBINE ST ,322000,04/04/2022,260000,1010,Single Fam M01,R4,33,0.12,112000,Colonial,Residential,C,57900,194500,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=WOODBINE%20ST,success
66 WOODBINE ST ,343000,11/26/2013,1,1010,Single Fam M01,R4,33,0.13,114200,Colonial,Residential,C +,59000,210300,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=WOODBINE%20ST,success
68 WOODBINE ST ,332600,06/06/2006,295000,1010,Single Fam M01,R4,33,0.09,105300,Colonial,Residential,C +,54400,200200,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=WOODBINE%20ST,success
72 WOODBINE ST ,331100,09/16/1994,131000,1010,Single Fam M01,R4,33,0.09,105300,Colonial,Residential,C +,54400,199000,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=WOODBINE%20ST,success
WOODIN ST ,9500,,0,903V,MUNICIPAL  MDL-00,R2,70,0.41,9500,Vacant Land,       ,       ,5300,5300,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=WOODIN%20ST,success
2 WOODIN ST ,264400,01/13/2025,220000,1010,Single Fam M01,R5,50,0.11,56500,Old Style,Residential,C,36000,171700,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=WOODIN%20ST,success
23 WOODIN ST ,248500,06/24/2024,175000,1010,Single Fam M01,R5,50,0.14,59900,Colonial,Residential,C,38200,172800,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=WOODIN%20ST,success
29 WOODIN ST ,248500,12/28/2000,112000,1010,Single Fam M01,R5,50,0.16,61800,Colonial,Residential,C,39400,158900,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=WOODIN%20ST,success
30 WOODIN ST ,282600,11/17/1977,0,1010,Single Fam M01,R5,50,0.07,51900,Colonial,Residential,C,33000,187400,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=WOODIN%20ST,success
34 WOODIN ST ,257600,06/21/2021,200000,1010,Single Fam M01,R5,50,0.09,54200,Old Style,Residential,C,34500,164200,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=WOODIN%20ST,success
35 WOODIN ST ,258100,09/29/1997,92000,1010,Single Fam M01,R5,50,0.13,58800,Colonial,Residential,C,37400,170000,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=WOODIN%20ST,success
38 WOODIN ST ,311500,06/17/2019,202000,1010,Single Fam M01,R5,50,0.11,56500,Colonial,Residential,C,36000,205600,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=WOODIN%20ST,success
44 WOODIN ST ,287200,08/30/1996,90000,1040,Two Family M01,R5,50,0.18,63300,Multi Family,Residential,C,40300,175800,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=WOODIN%20ST,success
45 WOODIN ST ,215700,07/16/2013,71500,1010,Single Fam M01,R5,50,0.12,57600,Bungalow,Residential,C,36700,131000,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=WOODIN%20ST,success
47 WOODIN ST ,295700,07/17/2007,269000,1040,Two Family M01,R5,50,0.11,56500,Multi Family,Residential,C,36000,176400,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=WOODIN%20ST,success
48 WOODIN ST ,218300,08/16/2002,100000,1010,Single Fam M01,R5,50,0.13,58800,Ranch,Residential,C,37400,139700,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=WOODIN%20ST,success
54 WOODIN ST ,310600,03/15/2024,330000,1010,Single Fam M01,R5,50,0.1,55300,Colonial,Residential,C,35200,170500,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=WOODIN%20ST,success
58 WOODIN ST ,273700,04/12/2022,230000,1010,Single Fam M01,R5,50,0.12,57600,Colonial,Residential,C,36700,175300,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=WOODIN%20ST,success
61 WOODIN ST ,245400,12/16/2005,0,1010,Single Fam M01,R5,50,0.14,59900,Colonial,Residential,C,38200,157700,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=WOODIN%20ST,success
64 WOODIN ST ,359700,09/07/2007,0,1040,Two Family M01,R5,50,0.18,63300,Colonial,Residential,C,40300,191600,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=WOODIN%20ST,success
65 WOODIN ST ,263600,05/27/1999,95000,1010,Single Fam M01,R5,50,0.13,58800,Colonial,Residential,C,37400,178000,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=WOODIN%20ST,success
68 WOODIN ST ,234000,10/31/2018,120000,1010,Single Fam M01,R5,50,0.18,63300,Cape Cod,Residential,C,40300,152400,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=WOODIN%20ST,success
69 WOODIN ST ,251300,08/14/2007,230000,1010,Single Fam M01,R5,50,0.12,57600,Colonial,Residential,C,36700,162500,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=WOODIN%20ST,success
72 WOODIN ST ,260100,10/24/2003,0,1010,Single Fam M01,R5,50,0.18,63300,Cape Cod,Residential,C,40300,165400,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=WOODIN%20ST,success
73 WOODIN ST ,256000,11/01/2023,295000,1010,Single Fam M01,R5,50,0.13,58800,Colonial,Residential,C,37400,159600,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=WOODIN%20ST,success
83 WOODIN ST ,249800,04/30/2018,100000,1010,Single Fam M01,R5,50,0.11,56500,Colonial,Residential,C,36000,156500,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=WOODIN%20ST,success
87 WOODIN ST ,261700,11/24/2020,205000,1010,Single Fam M01,R5,50,0.11,56500,Colonial,Residential,C,36000,167400,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=WOODIN%20ST,success
91 WOODIN ST ,245100,02/19/2002,10,1010,Single Fam M01,R5,50,0.12,57600,Colonial,Residential,C,36700,158000,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=WOODIN%20ST,success
92 WOODIN ST ,308400,02/02/1995,114000,1010,Single Fam M01,R5,50,0.18,63300,Colonial,Residential,C,40300,198200,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=WOODIN%20ST,success
95 WOODIN ST ,278400,08/05/1988,0,1010,Single Fam M01,R5,50,0.13,58800,Colonial,Residential,C,37400,183100,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=WOODIN%20ST,success
98 WOODIN ST ,270700,02/14/2006,0,1010,Single Fam M01,R5,50,0.16,61800,Colonial,Residential,C,39400,182500,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=WOODIN%20ST,success
102 WOODIN ST ,269000,08/15/2024,300000,1010,Single Fam M01,R5,50,0.16,61800,Colonial,Residential,C,39400,176200,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=WOODIN%20ST,success
108 WOODIN ST ,333200,07/14/1993,140000,1040,Two Family M01,R5,50,0.3,70400,Multi Family,Residential,C,44800,202800,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=WOODIN%20ST,success
114 WOODIN ST ,435600,10/26/2018,240000,1050,Three Fam M01,R5,50,0.18,63300,Multi Family,Residential,C,40300,279200,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=WOODIN%20ST,success
119 WOODIN ST ,318900,06/17/2021,270000,1040,Two Family M01,R5,50,0.14,59900,Multi Family,Residential,C,38200,196300,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=WOODIN%20ST,success
120 WOODIN ST ,247800,05/27/2021,0,1010,Single Fam M01,R5,50,0.18,63300,Old Style,Residential,C,40300,164900,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=WOODIN%20ST,success
123 WOODIN ST ,258000,11/13/2014,164900,1010,Single Fam M01,R5,50,0.11,56500,Colonial,Residential,C,36000,162700,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=WOODIN%20ST,success
126 WOODIN ST ,250800,06/04/2002,105000,1010,Single Fam M01,R5,50,0.18,63300,Old Style,Residential,C,40300,155800,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=WOODIN%20ST,success
127 WOODIN ST ,239700,02/28/1995,99500,1010,Single Fam M01,R5,50,0.11,56500,Colonial,Residential,C,36000,154500,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=WOODIN%20ST,success
128 WOODIN ST ,452200,02/03/2010,266000,1050,Three Fam M01,R5,50,0.15,61000,Multi Family,Residential,C +,38900,279100,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=WOODIN%20ST,success
131 WOODIN ST ,255000,09/20/2017,140000,1010,Single Fam M01,R5,50,0.11,56500,Old Style,Residential,C,36000,151000,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=WOODIN%20ST,success
135 WOODIN ST ,233000,09/01/2010,110000,1010,Single Fam M01,R5,50,0.11,56500,Colonial,Residential,C,36000,155800,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=WOODIN%20ST,success
136 WOODIN ST ,231100,08/26/2009,150000,1010,Single Fam M01,R5,50,0.15,61000,Cape Cod,Residential,C,38900,157400,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=WOODIN%20ST,success
139 WOODIN ST ,358000,11/18/2004,246000,1040,Two Family M01,R5,50,0.13,58800,Multi Family,Residential,C,37400,191200,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=WOODIN%20ST,success
140 WOODIN ST ,307600,04/16/2019,220000,1010,Single Fam M01,R5,50,0.17,62500,Colonial,Residential,C +,39800,196600,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=WOODIN%20ST,success
151 WOODIN ST ,237200,04/12/2023,230000,1010,Single Fam M01,R5,50,0.11,56500,Colonial,Residential,C,36000,155400,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=WOODIN%20ST,success
155 WOODIN ST ,233700,12/20/2022,0,1010,Single Fam M01,R5,50,0.11,56500,Colonial,Residential,C,36000,156400,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=WOODIN%20ST,success
159 WOODIN ST ,248800,10/06/1981,0,1010,Single Fam M01,R5,50,0.13,58800,Colonial,Residential,C,37400,160000,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=WOODIN%20ST,success
160 WOODIN ST ,290100,01/23/2024,0,1010,Single Fam M01,R5,50,0.11,56500,Colonial,Residential,C +,36000,192800,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=WOODIN%20ST,success
163 WOODIN ST ,315600,10/25/2007,70000,1010,Single Fam M01,R5,50,0.12,57600,Colonial,Residential,C,36700,214700,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=WOODIN%20ST,success
166 WOODIN ST ,276100,02/21/2024,0,1010,Single Fam M01,R5,50,0.16,61800,Ranch,Residential,C,39400,180000,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=WOODIN%20ST,success
167 WOODIN ST ,288900,10/30/2006,259000,1040,Two Family M01,R5,50,0.15,61000,Multi Family,Residential,C,38900,183500,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=WOODIN%20ST,success
171 WOODIN ST ,265100,10/28/2013,144000,1010,Single Fam M01,R5,50,0.16,61800,Colonial,Residential,C,39400,169500,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=WOODIN%20ST,success
175 WOODIN ST ,293700,12/30/2021,270000,1040,Two Family M01,R5,50,0.15,61000,Multi Family,Residential,C,38900,175900,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=WOODIN%20ST,success
187 WOODIN ST ,305700,07/14/2003,130000,1010,Single Fam M01,R4,50,0.14,59900,Colonial,Residential,C +,38200,194800,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=WOODIN%20ST,success
195 WOODIN ST ,323500,04/21/2023,350000,1010,Single Fam M01,R4,50,0.16,61800,Colonial,Residential,C +,39400,209300,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=WOODIN%20ST,success
196 WOODIN ST ,258300,06/28/1993,86500,1010,Single Fam M01,R4,50,0.18,63300,Cape Cod,Residential,C,40300,163500,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=WOODIN%20ST,success
199 WOODIN ST ,243800,07/31/2017,165000,1010,Single Fam M01,R4,50,0.18,63300,Cape Cod,Residential,C,40300,165600,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=WOODIN%20ST,success
204 WOODIN ST ,265800,12/01/2009,135866,1010,Single Fam M01,R4,50,0.18,63300,Colonial,Residential,C,40300,171100,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=WOODIN%20ST,success
210 WOODIN ST ,226400,09/10/2007,202000,1010,Single Fam M01,R4,50,0.21,65500,Cape Cod,Residential,C,41700,162300,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=WOODIN%20ST,success
224 WOODIN ST ,268100,02/24/2020,209900,1010,Single Fam M01,R4,50,0.16,61800,Cape Cod,Residential,C,39400,202300,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=WOODIN%20ST,success
229 WOODIN ST ,417100,06/05/2018,300000,1040,Two Family M01,R4,50,0.33,71600,Multi Family,Residential,C +,45600,216400,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=WOODIN%20ST,success
230 WOODIN ST ,262400,08/31/2012,183000,1010,Single Fam M01,R4,50,0.17,62500,Colonial,Residential,C,39800,171100,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=WOODIN%20ST,success
